100	1.392e-007
200	2.23139e-007
300	3.27323e-007
400	3.94627e-007
500	4.55095e-007
600	5.36355e-007
700	5.95536e-007
800	6.33996e-007
900	6.83434e-007
1000	7.10983e-007
